Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
Faf2	1341.82048	1318.83049	1725.63188	1680.61783	1502.67791	1584.76274	1760.1021	1430.2147	1222.09108	1424.48371
Fah	440.95073	467	379.566	405.764	355	394	433.683	442.47976	384.329	401.95548
Fahd1	149	179	165	175	150	143	155	144	174	167
Fahd2a	70.6174	92.4281	44.8965	70.8344	57.8325	71.7597	96.4856	58.7208	79.7127	97.7019
Faim	270.42315	279.232	305.58415	357.9131	281.38602	320.00029	288.95461	309.16269	274.032	261.761
Faim2	652.143	684.138	74.6185	33.124	85.28096766	97.3847	119.33	687.8503	626.938	642.1025637
Faiml	0	0	0	0	1	0	0	0	0	0
Fam102a	951.89836	1100.32	1184.54661	1072.76757	1046.52	955.189743	1172.15124	1092.4511	961.29189	1053.89097
Fam102b	1002.2671	1109.683	1190.604	1692.999	1328.854	1137.526	1352.208	1143.247	971.573	1022.325
Fam104a	942.234	822.938	952.286	1097.72	831.645	885.073	986.63	977.068	966.692	972.517
Fam107a	163.38584	167.18179	405.0086	809.7417	345.06479	395.37498	312.03094	262.4221	236.54372	227.02289
Fam107b	1552.99912	1604.00282	1327.99535	1119.28203	1359.33716	1141.32892	1477.43059	1806.00318	1581.00034	1756.15169
Fam110a	549.00076	583.9996	418.9997	396.0003	315.9997	374.99965	491.00045	614.9997	562.9995	535.0004
Fam110b	84.8478	84.0858	110.0799	104.6154	82.82440019	94.84372	104.14516	90.88982	72.4281	90.4687
Fam110c	80	91	271	265	292	168	148	77	96	93
Fam110d	255.415	246.402	804.747	826.662	655.458	785.92	794.434	274.208	298.539	295.196
Fam111a	587.90626	553.9635	819.99956	657.24	602.4199	601.82049	828.5569	569.0002	585.99998	786.97463
Fam114a1	958.99954	995	1198.996	1426.0048	1221.0045	1325.9611	1264.9984	1125.0037	958	985.9998
Fam114a2	970.863	938.3134	973.1734	941.3803	818.4877	959.0693	1005.5677	1100.417	950.3126	1049.9213
Fam117a	783.727	841.781	599.502	553.366	483.763	538.478	671.975	790.833	770.256	773.902
Fam117b	1316	1383	1582	2795.97	1850	1442	1558	1456	1422	1329
Fam118a	240.72743	300.642	234.64093	324.65272	194.90242	234.953	243.94031	288.0665	258.855	245.339
Fam118b	295.08397	248.44922	355.684	391.142664	295.97399	323.39483	395.82053	288.58278	296.81343	338.25127
Fam120a	3992	4064	5783	6367	5069	5337	6104	4380	4036	4377
Fam120b	519.878	449.095	313.461	296.897	366.609	429.008	472.894	625.326	533.441	485.775
Fam120c	111	88	122.257	0.0818944	161.37	138.96	158.59	97.6221	99	92.9892
Fam122a	367	327	351	388	309	341	398	415	379	380
Fam122b	171.8504621	254	178.397	256.2615	183	250.0003	281.0004	177.2905	212.1361	210
Fam122c	0	0	0	0	0	0	0	0	0	0
Fam124a	375.247	317.995	413.077	480.625	384.059	378.052	431.838	370.797	316.951	342.772
Fam124b	110	134.992	125	59	55	84	111	168	208.033	159
Fam126a	608.98399	584.9996	891.0005	1318.9825	893.99948	1036.9996	978.99975	744.9996	749.0004	661.9997
Fam126b	501.868	429.6	336.738	500.959	384.988	348.277	383.898	548.488	475	435.411
Fam131a	300.0002	279.00053	245.9998	222.00003	213.00004	234.00004	224.9996	307.00045	257.00009	279.000375
Fam131b	40.6653	56.9316	50.8714	87.64220011	82.7533	66.8907	68.00000013	44.837	44.55880197	56
Fam131c	25	20	24	19	21	34	30	36	15	26
Fam133b	247.1939	267.327	280.9331	345.994	263.817	259.26	312.887	270.5797	219.2411	229.0127
Fam135a	195.3658	292.660164	308.97174	557.67144	433.354	343.5621	417.25652	234.4041	227.9439	250.6871
Fam135b	39.0221	29.5762	40.1218	30.865042	41.290882	22.6976	34.277	24.3584	32.894	21.9865
Fam136a	335.47	276.874	323.855	308	271.799	246.71	311.569	325.455	266.113	337.888
Fam13a	888	820	384	394.1781	480.78	534.706	699.0645	935.627	715.272	924
Fam13b	540.627	519.119	639.133	668.93109	696.40941	673.48677	811.7582	593.774	524.33666	573.156
Fam13c	447.619	444.486	370.971	610.076	374.268	393.0642	404.688	550.952	499.4850001	437.3646
Fam149a	651.999	639	604.001	828	573	611	749	693	635.001	682
Fam149b	451.8279	459.55599	412.77918	433.3772	396.8218901	430.6841807	403.90768	540.65859	517.78647	516.28302
Fam151a	3.43514	0	2.46755	5.34547	3.907	0	1.30085	6.52072	3.79792	1.22927
Fam151b	108.293	85.2334	68.373	98.0592	78.1456	75.7053	87.2359	111.373	81.4884	72.8511
Fam155a	6.00427	6.00073	7	13.00567	17.0142	10	7.77727	8.01309	12.01108	10.01255
Fam160a1	346.184	326.114	237.767	268.826	281.058	342.741	319.076	360.806	308.985	369.677
Fam160a2	704.6087	657.9029	633.9617	716.6352	640.0906	607.2003	884.2603	816.5972	718.3658	736.3392
Fam160b1	639.116	609.052	985.002	1423.98	1170.54	1153.68	1162.91	725.674	583.916	918.842
Fam160b2	786.526	767.828	830.908	740.214	685.904	742.476	864.833	857.502	781.602	913.891
Fam161a	415.5597918	408.32967	291.0956	373.99996	338.443382	320.0004039	405.5865401	502.0001748	403.5773682	506.600156
Fam161b	150.2801	204.6321	118.3089	88.8958	71.2017	104.1896	165.5642	210.0441	133.486	163.0319
Fam162a	273.353	285.8043	262.8988	307.12351	287.3489	309.5288	301.824	311.2886	282.3502	307.342
Fam162b	134	131	35	22	32	66	78	125	113	98
Fam163a	1	4	4	10	6	3	7	7	5	3
Fam163b	10	12	33	46	46	25	51	29	27	17
Fam166a	1	3	2	1.00024	6	4.00126	1	0	0	4.00092
Fam166b	156	114.99996	78	35	77	83.0444	104	167.0532	112	136.99998
Fam166c	68.04596	75.00004	71.00002	57.00003	52.00003	61.99996	81.99999	118	77.99999	92.9999
Fam167a	461	421	628	888	597	620	659	485	455	525
Fam167b	17	12	48	26.7165	48.3053	29.1243	57	17	23.7841	13
Fam168a	1371.51119	1499.96058	1820.2533	2131.76332	1732.76426	1941.59	2185.032061	1725.32837	1613.833	1590.879
Fam168b	4113.4631	4458.1561	4180.355	4457.4531	3849.80664	4135.20303	4793.7358	4907.36431	4233.6989	4483.7008
Fam169a	11.37178	8.52241	21	23.2356	13	21.40571	15.44866	16	12.70046	15.24782
Fam169b	184.867	158.59	117.549	56.55990199	138.455	74.3777	120.503	185.531	166.002	182.305
Fam170a	0	0	0	0	0	0	0	0	0	0
Fam170b	2	0	0.187011	0	3.20333	0.164569	0	0	0	3.17703
Fam171a1	2089.2108	1983.082	1434.332	1828.9561	1461.507	1498.0654	1666.317	2121.2822	2244.4144	1962.049
Fam171a2	249.289	287	355	382	283	306.638	402	299	275.149	238
Fam171b	45	78	58	83	93	79	65	70	55	60
Fam172a	524.37719	606.17647	689.06502	926.3433	719.3844	654.00032	742.90998	608.47969	574.66073	632.12
Fam174a	781	863.99955	680.00017	775.99951	621.99982	710.99987	792.00029	832.00032	744.00023	759
Fam174b	4061.92	4093.92	2486	2972.98	2427	3014	3640.99921	4491	4068	4329.0032
Fam174c	73	78	61	64	56	63	71	96	63	102
Fam177a	2531.07	2676.57	2937.97	3747.92	2429.6	2516.97	2777.41	2783.69	2421.4	2604.72
Fam177a2	0	0	0	0	0	0	0	0	0	0
Fam178b	2.5137	3.47983	2.41526	7.86041	7.41373001	1	3.34913	4.78942	3.56189	4.28265
Fam180a	35	23	55	46	62	51	73	32	35	29
Fam181a	26	29.00003	24.00003	12	20.00004	6.99999529	37	20.00001662	32.00002	19.9999888
Fam181b	171	179	137.056	64	81	76	157	154	165	178
Fam183b	177	170	126.0000007	101.0000006	127.0000006	116	147	231	183	215.99969
Fam184a	170.46371	172.67596	71.877269	87.69174	82.89099	123.33485	150.8244	166.41729	194.37542	136.40638
Fam184b	0	8	9.20457	5.55147	9	9	6.11721	5.5209	4	12.6326
Fam185a	101.759	112	130.391	106	120.585	90.9713	152.877	132.579	103.176	131.454
Fam186a	5	4.999998	5	9.000002	16.00003	8	11	6	1	0
Fam186b	14	11	15	5	10	14	9	14	7	5
Fam187a	0	1	0	1	2	0	0	0	0	1
Fam187b	44.72558	40.6125	46.16517	40.90719	39.3202	33.9395	27.21685	55.36627	33.9654	47.71853
Fam189a1	11.05672	4	27.07614	30.999956	42.21501	27.97849	24.51189	29.00005	18.8342	18.43782
Fam189a2	2702.67	2883.82	1986.61	2654.5	1604.85	2550.27	2684.98	3505.02	2630.07	3144.82
Fam189b	219.94106	246.39153	229.52818	226.71599	248.30534	232.96311	332.0777	285.11931	252.4118	254.81885
Fam193a	899.94189	926.12803	1034.67538	1078.58055	1045.05213	990.775	1112.0405	1060.48136	960.29552	1014.70455
Fam193b	2967.837	3027.56	1700.181	1201.648	1349.843	1547.726	2224.513	3464.244	2652.368	3072.617
Fam199x	199	223	208	318	212	231	254	241	244	196
Fam204a	322.321	357.897	398.689	551.677	365.577	288.034	407.166	353.5244	344.683	376.36
Fam205a1	3.5388	9.10959	7.40024	5.49435	7.58856	1.62628	4.03466	1.60802	3.23143	5.11165
Fam205a2	0	32.0277	54.5998	0	0	19.022	18.89	80.6751	99.4548	0.00174385
Fam205a3	1.22E-06	110.428	0	28.8005	36.9454	36.5971	37.3566	89.3783	25.2706	142.044
Fam205a4	209.461	57.5957	0	16.1657	20.8625	20.1537	19.8121	43.0909	12.8412	74.57
Fam205c	1.9268	1.91825	1.5725	4.74689	0	0	1.25963	2.90327	4.29302	3.87264
Fam207a	696.8657	681.434	859.667	817.28831	731.4984	739.3962	763.4767	765.991	628.74304	711.7568
Fam209	11	11	13	15	6	7	6	0	8	7
Fam20a	298.97	269.458	428.678	470.123	372.082	442.539	402.121	373.76	331.969	305.858
Fam20b	1738.766	1914.689	1901.7	2192.146	1638.528	1941.527	2203.86	2085.79	1909.235	1969.714
Fam20c	285.385	290.213	902.546	699.253	740.269	793.075	712.906	308.212	276.047	280.647
Fam210a	565.37725	551.01139	512.43061	585.80396	503.554	487.00017	677.64665	592.79066	606.97428	472.35865
Fam210b	996	1074	1154	1263	1097	1031	1095	1115	1066	1093
Fam214a	267.3185	388.725	279.4753	456.321	300.6124	340.1411	448.617	216.9108	314.5790583	323.8561
Fam214b	691.54214	740.72095	954.5332091	1100.29311	795.44081	914.01397	860.9003	805.18952	642.31768	767.32856
Fam216a	341.679	312.365	406.052	461.387	408.35	329.379	436.451	358.324	360.701	405.01
Fam216b	244	242.418	202.989	175.97184	214.981	198.731	210.538	326.489	272.522	319.693
Fam217a	7	10	14	8.54481	15	14.56466	17.47936	6	10.4293	5
Fam217b	239	289	441.367	399	346.911	380.75	313	315	274	334
Fam219a	1614.8006	1732.2178	1333.4428	1603.0331	1194.2055	1313.671013	1453.658	1921.7035	1596.712	1856.374
Fam219b	549.603	532.57	446.953	408.6367	404.339	500.689	526.091	624.947	565.77	623.701
Fam220a	886.471	749.5631	605.2853	617.7740664	547.5067	496.3247122	724.115	907.1606	881.9406	800.0656
Fam221a	154.913	165.5175	69.9023	88.5666	59.9946	45.9778	112.1917	179.4118	137.8499	161.7367
Fam221b	0	1.16457	0	0	0	0	0	0	0	0
Fam222a	162	126	74	72	61	97	104.857	185	180	151.582
Fam222b	590.9993	620.0007	486.99973	426.9998	404.99993	480	635.0004	621.9994	523.0003	592.9998
Fam227a	137.6006	114.80258	96.3051	101.7117	106.034	110.1683	112.11225	179.535	108.0406301	125.5684
Fam227b	0	2	0	1	1	1	0	0	2	0
Fam228a	3	1	2.87424	4.02064	4.50713	6.409	5.04104	0	4	3.01097
Fam228b	8	8	12	24.23333	9	3	13	3	0	3.29023
Fam229a	5	0	0	0	0	2	2.08218	0	2	1
Fam229b	26.96783	27.0027286	23.61366	13.67452	15.6123	18.72696	29.38957	15	13.70177	22.72228
Fam234a	1455.03026	1511.5653	1662.619604	1796.43871	1590.24518	1744.21497	1949.287547	1550.46982	1626.8705	1628.95834
Fam234b	341.019	314.81922	293.604	243.619	279.07293	322.28323	391.84997	355.198	295.185	292.10437
Fam240a	0	0	0	1	1	2	0	0	0	1
Fam240b	0	0	0	0	0	0	0	0	0	0
Fam241a	371.9996	368.9997	380.0003	421	325.0002	227.0001	340.9998	351.0005	323.0003	316.9998
Fam241b	159.98072	169.51986	106.85183	115.2052	92.74836808	149.97774	168.86095	216.47923	186.20123	177.99569
Fam243	0	4	0	2	3	1	0	0	0	0
Fam24a	0	0	0	2	1	0	1	0	0	1
Fam24b	0	0	8	4.999996	4	2	1	0	0	0
Fam25c	3	0	7	1	6	2	6	0	3	0
Fam32a	2249.44	2245.84	1747.78	1785.73	1599.4	1805.1	2257.15	2448.87	2104.12	2412.81
Fam3a	746.6398	754.96486	583.4054	632.58616	443.08464	596.3403	694.72214	704.44782	679.24383	739.59734
Fam3b	7	9	17.00004	31	16.00000055	19.7221	12	6.0000044	8	5
Fam3c	1723.77979	1711.49637	2137.35505	2360.2481	1906.78595	2005.86741	2154.35228	2018.4171	1764.18926	1798.54814
Fam3d	31	23	19.3331	26	15	26.8066	28.7062	37.4552	24.4302	52.5709
Fam43a	1383	1253	1387	1240.87	1419.11	1307.98	1369.95	1556	1333.97	1416
Fam43b	3	2	10	9	7	7	2	2	6	4
Fam47c	0	0	0	0	0	0	0	0	0	0
Fam47e	222.24891	235.9596	130.26442	136.88544	123.84005	135.31587	157.8804	242.89671	215.83219	266.68748
Fam50a	623.676	614.319	670.925	593.046	600.577	632.922	686.135	717.556	598.606	669.888
Fam50b	0	2	1	2	1	1	0	0	1	0
Fam53a	530.83202	504.60615	541.6866	677.15931	472.3782	461.1223	615.17332	609.73752	491.38902	537.13576
Fam53b	2294.0021	2296	1784.9997	1493.9989	1453.0006	1758.893441	2329.9913	2393.0003	2180.5403	2229.73168
Fam53c	907.99	888.9996	829.7549	914.4552	763.3728	794.3923	871.21	951.7402	667.4416	889.9402
Fam71a	0	0	0	1	0	1	1	0	0	0
Fam71b	5	4	2	1	2	2	2	3	9	1
Fam71d	3	1	1	1	2	0	0	3	0	1
Fam71e1	8.36335	9.81008	20.1928	5.70276	15.93063	24.13863	24.38133	14.96663	19.56279	30.09245
Fam71e2	3	2	0.999995	4.99998	0	2.99999	2	0	0	0
Fam71f1	0	0.00590102	0	1.68392	1	0	1	1	0	0
Fam71f2	45.00005	64	32.99999	15	16	22	24.00001	65	57	72
Fam72a	41	54	51	40	57	24	52	47	43	35
Fam76a	1384.999	1539.995	1356.99788	1991.001	1347	1421.99546	1563.999	1371.996	1348.9968	1481.999
Fam76b	709.849	625.365	833.29405	1193.89	776.905	653.267	745.05928	824.581	644.589	691.304
Fam78a	337.842	333.258	272.003	151.612	196.329	203.361	244.88	302.854	282.079	353.821
Fam78b	118.5373	124.4563	140.1403	224.3423	133.07865	135.4039	146.3386	118.9476	102.3915	108.0132
Fam81a	147.39222	177.9699	133.69739	165.6924	176.30173	167.57458	181.1788	177.20373	158.56003	202.2564
Fam81b	134	146	63.3759	71	83	58	75	113	116	123
Fam83a	27.41447	18.4534	49.0005	55.669973	42.32596	27.729	42.09529	30.7347	37.91897	41.74658
Fam83b	14	20	33	52	21.99997	46.99995	47	19.00000844	15	13
Fam83c	2.91757	7.7318	5.66214	6.55923	7.05028	8.7367	8.81203	8.9975	3.85098	6.52767
Fam83d	25	50	130.805	143.425	81.501	125.766	140.5	33	36.3377	25
Fam83e	133.354	122.7	84.4536	68.0573	63.4734	91.5939	85.5858	135.139	140.65	144.322
Fam83f	23	51	62	37	53	38	43	40	35	41
Fam83g	114.39	88.7534	115.251	88.9356	78.3322	76.3437	104.173	101.412	101.39	110.969
Fam83h	538.9995	518.0001	723.0004	779.9999	554.0005	589.9998	751.0004	517.00035	543.0003	544.9999
Fam89a	68	111	67	78	75	68	95	77	78	102
Fam89b	661.3726	620.6434	812.69	938.2329	725.7786	767.0741	773.7874	738.4616	642.2854	756.6886
Fam8a1	1603.75	1782.83	1829.36	2630.09	1707.55	1727.04	2081.53	1881.35	1624.94	1728.24
Fam90a1a	0	0	0	0	0	0	0	0	0	0
Fam90a1b	1	0	0	1.00262	1	0	2.01039	1.68035	0	0
Fam91a1	1479.92	1568.23	2199.7	3151.83	2060	2178.37	2386.88	1714.9	1510.35	1474.49
Fam98a	855.599	767.535	1041.703	1063.53	920.166	994.435	967.778	945.612	719.495	793.123
Fam98b	643.974	655.986	768.855	762.927	743.887	694.966	768.957	798.954	638.939	727.982
Fam98c	198.42943	198.28801	192.53506	177.35585	160.85399	167.04539	142.83582	239.97263	219.47822	202.47297
Fan1	144.458	164.22	196.428	243.074	180.241	219.777	222.573	132.819	148.509	173.329
Fanca	171.523	187.0769	296.72245	305.1029	196.97	230.246	335.03803	221.68941	204.7983	219.72329
Fancb	163	127	88	83	88	70	110	136.99974	139	119
Fancc	397.9372323	365.08441	226.3108	293.13603	263.36355	297.34428	332.59586	394.19524	398.35632	391.8206
Fancd2	44.53168	40	110.43731	137.3402	84.59491	104.5251	140.916	31.0361	45.2615	31
Fancd2os	0	0	1	0	0	0	3	0	0	1
Fance	245.366	287.1275	288.09607	429.40423	292.99606	297.29064	342.159676	272.90661	312.16157	313.15381
Fancf	41.6944	56	62.5573	83.6718	58.1182	46	55.2693	44.7495	47.6343	60
Fancg	163.345	149.416	193.305	169.986	187.541	167.573	215.62	171.747	161.995	157.19
Fanci	32.74162	35.84065	116.01193	98.96992	58.48925	98.52242	116.34302	40.85076	26.215	38.88245
Fancl	105.52429	125.31536	106.75524	163.23091	97.10908	107.3044	123.04837	114.91569	120.72934	119.36876
Fancm	89.8307152	92.46024	159.354594	294.34295	136.439	70.080901	176.587	112.737	96.07905	86.90319
Fank1	139	136	93.00004	125	134	92.99999	89.00003	172	147	194
Fap	20.2695	32.12403	65.5628	96.7539	98.0588232	65.6306	46.8901	32.679854	34.7362	36.075
Far1	1487.24845	1667.9017	1807.87368	2182.26401	1805.30565	1710.51951	2005.94926	1843.18592	1671.4079	1791.39059
Far2	48.17995	42.0865	66.3051	78.61734	62.90051	53.89472	67.4556	58.5212	60.02888	72.01998
Farp1	2752.98	2879	3442.60551	4364.27678	2862.67011	3346.1507	3594.79028	2783.77465	2640.64	2935.23138
Farp2	142.44261	167.28887	158.54324	256.6642	186.12481	177.17195	181.94383	169.43793	159.129	180.8434
Fars2	278.66667	275.89059	291.15665	407.9832	339.1115	282.4581021	332.8256	284.25978	293.0228	323.09025
Farsa	435.58199	424.885	724.97226	644.934	608.78361	558.994	527.938	495.564	366.311	505.82977
Farsb	579.81938	544.9571	750.2225	744.3606	598.5502	518.98794	660.3429	625.4474	496.287	533.84069
Fas	778.99119	604.8694	935.4017	1396.91343	826.1684	911.2415	1004.4347	954.1514	705.5125	714.7582
Fasl	16	33	19.000005	10	4	10	7	42	32.00003	64
Fasn	17054.15	17222.14091	10250.51	8251.5524	8509.27	10724.12	16477.77	16811.27	15784.43	15825.06
Fastk	368.078	345.089	515.0039	425.4673	485.3629	517.6222	568.0382	467.13	525.436	434.547
Fastkd1	154.0495	159.80571	134.4822	197.745	155.781	149.148	153.73	201.6997	168.76332	164.498
Fastkd2	41.8629	42.7841	47.138	73.3523	46.8422	46.1909	30.378	44.3303	38.5452	42.5621
Fastkd3	34.87203	41.39912	65.01176	106.80345	81.55740295	83.61282	66.54363	0	33.62833	50.8257
Fastkd5	129.515	119.483	110.073	161.918	96.4686	102.101	127.613	155.491	105.058	144.543
Fat1	1960.740068	2053.0128	4041.8569	4892.2886	4337.1085	4796.932	4891.99	2537.161	2001.9227	2207.998164
Fat2	79.99996471	91.99997407	59.99998881	36.00000283	55.0000495	82.00000008	110.0003083	123.9999776	111.0003179	88.00003977
Fat3	204	241.6284	238.2181013	393.9601	279.0511231	304.5380006	278.9996002	272.3465	215.4031325	241.6796001
Fat4	648	637.769	494	739.58	719	809	815	747.92	630.945	572.969
Fate1	0	0	0	0	1	0	0	0	0	0
Fau	4424.89162	3871.99542	4805.08845	4797.93106	4258.96709	4074.95222	4447.93774	4422.94819	3721.9347	4516.93928
Faxc	0	6.6595	12.2849	19.1333	4.20217	2.22775	13.9817	10.6879	3.47573	4.59253
Fbf1	925.4934	854.1479	789.9244	671.417	803.350407	845.2181	995.4497	968.275	922.533	991.4485
Fbh1	1080.44	1164.38	1295.45	1318.23015	1237.66066	1364.71	1378.92761	1234.31	1132.10174	1187.02833
Fbl	863.586	793.107	1239.6	991.592	944.551	881.926	1003.93	810.503	748.198	867.894
Fblim1	1625.65456	1802.81823	3438.11081	3479.70561	3014.86308	3443.4049	3558.37668	1901.76016	1778.97142	2001.61879
Fbll1	8	17	7	7	7	8	5	10	9	10
Fbln1	2763	2480.998	1539	1009	998	1593	2713	2953	3204	2733
Fbln2	574.17	516.71721	4871.5918	6133.36536	3767.55235	3217.54492	1813.05567	663.66353	748.07969	623.48397
Fbln5	2404.67	2609.495	2541.708	3147.19	2342.921	4110.966	3858.28	2433.286	2531.134	2323.537
Fbln7	12	12.5329	18	21	34	60	51.436	16.1793	20	9
Fbn1	3208.9977	3462.0044	20025.498	32430.477	22284.769	24566.612	19129.999	3823.0024	4742.0025	3588.9981
Fbn2	14.5628	22.662	264.468	174.257	195.026	205.265	160.413	26.0663	23.0316	11.1145
Fbp1	6	9	7	11	2.000003	4.68393	16	6	5	11
Fbp2	8	12	16	5	12	6	8	9	6	2
Fbrs	2114.1991	2191.10178	2092.9495	1883.92979	1682.41364	1616.20291	1894.43999	2272.2149	1867.71626	2169.2821
Fbrsl1	1047.04199	1103.6426	1113.4186	1267.056	954.05047	916.4987	1106.1574	1187.6873	987.4808	1140.1691
Fbxl12	737.3666	636.5357	402.24761	417.30567	405.22142	403.75682	508.2022	747.1575157	655.31726	772.64941
Fbxl13	44.0838	49.2808	21.6293	27.67852	36.918	42.8819	45.3973	59.8396	63.157	62.49658
Fbxl14	1045.91	1017.47	987.399	1050.99	865.599	926.993	1036.36	1058.98	879.705	1097.99
Fbxl15	81.5454	69.785	127.4327	151.2703	140.4136	130.975	106.513	98.0853	88.1155	80.0854
Fbxl16	145.5502	144.583	116.1906	161.9758874	118.86485	151.127192	139.33893	152.815	182.265	113.8727
Fbxl17	431.41754	532.7694	565.212	697.677	476.1118	524.34	554.1713	518.307	445.794	469.991
Fbxl18	520.373	543.172	535.5954	564.502	515.918	553.0403	608.47845	651.460512	529.792	591.242
Fbxl19	743.99905	725.00012	912.0002	778.99967	668.9999	750.99949	949.99929	823.00017	725.00017	798.99953
Fbxl2	26.0167	35.8224	13.376	51.6973	49.661	44.3226	16.998	44.0614	34.3904	37.9046
Fbxl20	1452.89069	1520.49225	1774.232	2492.0311	1979.55681	1972.5584	2115.7884	1677.53294	1500.69418	1627.68727
Fbxl21	14.63983	16.2373	12.19551	28.72102	22.64224	25.46096	13.78735	6.93958	19.84174	17.78107
Fbxl22	94.6816	119.753	55.2383	59.7128	47.4798	70.073	84.4336	138.16	101.776	115.141
Fbxl3	2027.1891	2242.1807	1934.0017	2656.1694	2028.4133	1926.9474	2226.724	2251.6714	2059.6255	2290.34881
Fbxl4	325.734	298.754	250.08	273.738	232.271	224.843	250.326	376.751	268.426	331.315
Fbxl5	1401.72773	1430.43262	2117.2874	2318.0264	1713.06064	1667.08396	1728.8007	1505.0159	1518.27348	1728.56544
Fbxl6	233.288	288.866	272.669	279.833	249.022	220.141	252.212	268.803	241.835	277.362
Fbxl7	222.178	236.051	147.871	169.234	139.364	166.91	249.962	248.491	254.918	189.202
Fbxl8	166.45	137.936	141.125	114.674	103.431	109.496	189.08	108.523	132.869	154.449
Fbxo10	484.807	497	428	521	387.755	451.557	480	540.179	499.904	555.882
Fbxo11	1483.19031	1569.932	1534.1576	2085.8418	1590.941	1484.1249	1627.94699	1653.242	1474.322	1498.56125
Fbxo15	11.23504	17.46051	23.40342	34.0882	17.01528	14.3637	18.79425	16.64717	13.4001	12.07868
Fbxo16	58.2581	54.6811	30.95661	26.57287	19.70973	17.52386	34.26991	38.23849	50.8255	57.07839
Fbxo17	106.9848029	67.90855	165.4909	300.153	153.7335	142.7567	128.8329	86.5988	73.75165	105.5817
Fbxo2	60	69	94	152	77	70	65	63	55	72
Fbxo21	965.963	925.428	629.723	767.541	730.868	685.121	898.945	955.123	858.674	937.765
Fbxo22	753.0634	765.54683	839.1367	973.8791	894.67134	809.3385	874.3343	843.5058	689.8616	870.9043
Fbxo24	73.1962	79	56.4657	79	58.7234	58	48	76.8905	95.255	103.71623
Fbxo25	532.6483	558.7383	494.9552	554.3414	436.0572	493.2067	612.5244	548.6644	586.6773	550.31109
Fbxo27	19.000048	28.00004	45.99995	45	48	39.00001	40.99996	32.99996	18.00004	42.00002
Fbxo28	752.434	801.513	801.444	1009.64	715.477	738.548	810.161	950.181	709.169	680.594
Fbxo3	1351.284	1352.9925	1274.7614	1637.2162	1389.6048	1380.0568	1658.9595	1439.0612	1308.3484	1394.3656
Fbxo30	695.9999191	757.9997	545.91	762	613	586	728.9996	817	678.0002	682.0002
Fbxo31	916.5502	1036.7558	927.0223	1083.6821	755.1042	824.9791	938.5683	1020.9978	896.0999	1152.3255
Fbxo32	408.135	514.594	551.86	611.823	572.094	686.574	667.327	392.282	472.568	562.125
Fbxo33	410	417	480.711	545.3	410.00031	355.4069	400.343	504.625	394	428.285
Fbxo34	423.4927215	456.608	509.9236601	570.81159	453.86991	470.94592	517.58745	512.4251	490	435.5342
Fbxo36	166.146	139.744	123.193	173.959	156.233	131.13	193.405	172.256	120.715	141.417
Fbxo38	1030.1401	991.104	1347.0324	1675.5251	1360.10544	1239.4084	1291.0315	1107.58587	983.05415	1127.68
Fbxo39	3	1	9	6	9	1	6	3	1	9
Fbxo4	337.034	359.92	409.191	510.842	394.68	333.758	415.463	377.949	359.569	341.803
Fbxo40	24	31.968	17	30.9826	12	20.6715	21.3678	48	44.3895338	56
Fbxo41	20	24	18	25.00000005	32	25.00000002	33	21	22	20
Fbxo42	860.056	857.549	983.819	1043.87	909.066	848.825	958	1007.24	809.486	935
