Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
Olfr1416	0	5.66254	2.04015	0	1.38937	2.75786	3.06441	2.63302	1.0368	4.92993
Olfr1417	0	0	0	1	0	0	0	0	0	0
Olfr1418	0	0	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	1.00347	1.03163	0	0	0	0	1.15122
Olfr142	0	0	0	0	0	0	0	0	0	0
Olfr1420	0	2.90651	0	0	0	1	0	0	0	1
Olfr1423	3.09163	7.03011	1.00362	5.04396	13.3108	2.03538	2.07201	0	0	0
Olfr1424	0	0	0	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0	0	2
Olfr1426	1	0	0	0	0	0	0	0	1	0
Olfr1427	0	1	0	2	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	1	0	0
Olfr143	0	0	1.00091	0	1.00099	0	0	0	0	0
Olfr1431	0	0	0	0	0	0	0	0	0	0
Olfr1432	0	0	0	0	1.12983	0	0	0	0	0
Olfr1434	0	1	1	0	0	0	0	0	0	0
Olfr1436	0	0	0	0	0	0	0	0	0	0
Olfr1437	0	1	1.01195	0	0	0	0	1	1	4
Olfr1438-ps1	1.00007	5.5148	9.6678	7.50164	6.33115	2.24476	1.0001	2.02906	2.08434	3
Olfr1440	0	0	0	0	0	0	0	0	0	0
Olfr1441	0	0	2	1	1	1	1	1	0	0
Olfr1442	0	0	0	0	0	0	0	0	0	0
Olfr1443	0	0	0	0	0	0	0	0	0	0
Olfr1444	0	0	0	0	0	0	0	0	1	0
Olfr1445	0	0	0	0	0	0	0	0	0	0
Olfr1446	0	0	0	0	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0	0	0	0	0
Olfr1448	1	3	0	1	2	0	0	0	1	0
Olfr1449	0	0	0	0	0	0	0	0	0	0
Olfr145	2	3	2	0	1	0	0	0	3	0
Olfr1450	0	0	0	0	0	0	0	0	0	0
Olfr1451	0	0	0	0	0	0	0	0	0	1.00405
Olfr1453	0	0	0	0	0	0	0	0	0	0
Olfr1454	0	1	0	1	1	1	1	0	0	2
Olfr1457	0	0	0	0	0	1.33745	0	0	1.00398	0
Olfr1458	0	0	0	0	0	0	0	0	0	0
Olfr1459	0	4.97746	0	0	0	0	0	0	0	0
Olfr146	0	0	0	0	0	0	0	0	0	0
Olfr1461	0	0	0	0	0	0	0	0	0	0
Olfr1462	0	0	0	0	0	0	0	0	0	0
Olfr1463	0	0	0	0	0	0	0	0	0	0
Olfr1465	0	0	0	0	0	0	0	0	0	0
Olfr1466	0	0	0	0	0	0	0	0	0	0
Olfr1467	2	2.73627	2.0252	0	4.02808	1.01616	1	3	3.14601	0
Olfr1469	0	0	0	0	0	0	0	0	0	0
Olfr147	6.86281	9.02297	4.00924	7.01241	12.3262	8.6685	1.01118	1	5.01015	2
Olfr1471	0	0	0	0	0	0	0	0	0	0
Olfr1472	0	0	0	0	0	0	0	0	0	0
Olfr1474	0	0	0	0	0	0	0	0	0	0
Olfr1475	0	0	0	0	0	0	0	0	0	0
Olfr1477	0	0	2	0	0	0	0	1	0	0
Olfr148	0	0	0	0	0	0	0	0	0	0
Olfr1480	0	0	0	0	0	0	0	0	0	0
Olfr1484	1.0000001	1.3041784	2.046588	0	0	2.299875	0	0	0	1.0027753
Olfr1487	0	0	1.02722	2.13877	2.30509	1.000000084	0	0	1.10454	1.25118
Olfr1489	6.4368	11.4495	3.09071	14.1574	19.6266	5.23196	3.38451	3.00508	7.39078	7.77282
Olfr149	8.46398	5.86894	4.4089	1.26841	6.86926	2.27671	6.4216	0	1.20755	3.29954
Olfr1490	0	0	0	0	0	0	0	0	0	0
Olfr1491	0	0	0	0	0	0	0	0	0	0
Olfr1493-ps1	0	0	0	0	0	0	0	0	0	0
Olfr1494	0	0	0	0	0	0	0	0	0	0
Olfr1495	0	0	0	0	0	0	0	0	0	0
Olfr1496	0	0	0	0	0	0	0	0	0	0
Olfr1497	0	0	0	0	0	0	0	0	0	0
Olfr1499	0	0	0	0	0	0	0	0	0	0
Olfr15	0	1.00025	0	0	0	0	0	0	2.09844	0
Olfr150	0	0	0	0	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0	0	0	0	0
Olfr1501	1	1	1	0	0	0	2	0	0	0
Olfr1502	0	0	0	0	0	0	0	0	0	0
Olfr1504	0	0	0	0	0	0	0	0	0	0
Olfr1505	4.4452	1.0085	1.09699	5.1908	8.63624	3.17216	2.18135	3	0	2.02539
Olfr1506	0	0	0	0	0	0	0	0	0	0
Olfr1507	0	0	0	0	0	0	0	0	0	0
Olfr1508	0	0	1	0	2	0	0	0	0	0
Olfr1509	1	0	4	0	1	0	0	0	0	0
Olfr1510	0	0	0	0	0	0	0	0	0	0
Olfr1511	0	0	0	0	0	0	0	0	0	0
Olfr1512	0	1.08277	2.24018	0	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0	0	0
Olfr152	2.04542	7.04647	2.08028	3.04538	3.05036	4.04974	2.04881	1.01463	5.10378	1.02899
Olfr153	0	0	0	0	0	0	0	0	0	0
Olfr1532-ps1	0	0	0	0	0	0	0	0	0	0
Olfr1535	0	1.0001	0	2.00006	1.00002	0	0	0	0	1.00004
Olfr1537	1.13408	7.5955	6.49295	4.16079	3.6499	3.05114	2.26334	4.48101	6.05992	9.57246
Olfr154	0	0	0	0	0	0	0	0	0	0
Olfr155	0	2	0	0	0	1	2	2	0	3
Olfr1555-ps1	0	4.00336	1.00005	0	3.28121	1.00042	1.00231	0	0	0
Olfr156	0	0	0	0	0	0	0	0	0	0
Olfr1564	2.001832018	6.021204786	5.001480856	13.01470445	9.016633	2.011980541	6.038100411	0	10.13692014	7.07857344
Olfr157	1.00007	5.00091	1.01545	0	5.00032	1.00002	2.00004	0	2.05099	0
Olfr159	0	0	0	0	0	0	0	0	0	0
Olfr16	0	0	0	0	0	0	0	0	0	0
Olfr160	1	4.33931	1.00104	1.00015	7.44388	4.000589	0	0	1.43045	1.00159
Olfr161	7.89328	26.9968	8.38146	12.5183	15.4029	9.05378	13.5019	2.89631	7.01981	6.11981
Olfr164	0	0	0	0	0	0	0	0	0	0
Olfr165	1	0	0	0	2.11235	0	0	0	0	0
Olfr166	0	0	0	0	0	0	0	0	0	0
Olfr167	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0
Olfr17	0	0	0	0	2.01055	2	0	0	0	1
Olfr170	0	0	0	0	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0	0	0	0	0
Olfr172	0	0	0	0	1	0	0	0	0	0
Olfr173	2	0	2	1.16228	5.44111	3	1	3	1	1
Olfr175-ps1	0	0	1	0	0	0	0	0	0	0
Olfr177	1	0	0	0	0	0	0	0	0	0
Olfr178	0	0.99999955	0	0	2.00000235	0	0	0	0	0
Olfr18	1.06312	0	4.46028	0	1	0	0	1	0	0
Olfr180	0	0	0	0	0	0	0	0	0	0
Olfr181	0	0	0	0	0	0	0	0	0	0
Olfr183	0	1	0	0	0	0	0	0	0	0
Olfr186	0	0	0	0	0	0	0	0	0	0
Olfr187	0	0	0	0	0	0	0	0	0	0
Olfr19	0	0	0	0	0	0	0	0	0	0
Olfr190	0	0	0	0	0	0	0	0	0	0
Olfr191	0	0	0	0	0	0	0	0	0	0
Olfr193	0	0	0	0	0	0	0	0	0	0
Olfr194	0	0	0	0	0	0	0	0	0	0
Olfr195	0	0	0	0	0	0	0	0	0	0
Olfr196	0	0	0	0	0	0	0	0	0	0
Olfr198	0	0	0	0	0	0	0	0	0	0
Olfr199	0	0	0	0	0	0	0	0	0	0
Olfr2	0	3.28186196	3.43587064	4.56569219	13.1088083	1.000011808	1.053578088	2.85262029	0	3.04837086
Olfr20	0	0	0	0	1.00041	0	1	0	2.00837	0
Olfr201	0	0	0	0	0	0	0	0	0	1
Olfr202	0	0	0	0	0	0	0	0	0	0
Olfr203	0	0	0	0	0	0	0	0	0	0
Olfr204	6.32188	2.63567	12.2132	8.26973	13.474	7.94109	3.16246	0	1.34047	5.1899
Olfr205	0	0	0	0	0	0	0	0	0	0
Olfr206	0	0	0	0	0	0	0	0	0	0
Olfr209	0	0	0	0	0	0	0	0	0	0
Olfr211	0	0	0	0	0	0	0	0	0	0
Olfr212	0	0	3	2	5	1	2	0	2	4
Olfr213	0	0	0	0	0	0	0	0	0	0
Olfr214	0	0	0	0	0	0	0	0	0	0
Olfr215	0	0	0	0	0	0	0	0	0	0
Olfr218	0	0	0	0	0	0	0	0	0	0
Olfr220	0	0	0	0	0	0	0	0	0	0
Olfr221	0	0	0	0	0	0	0	0	0	2
Olfr222	0	0	0	0	0	0	0	0	0	0
Olfr223	0	0	0	0	0	0	1	0	0	0
Olfr224	1.00272	1.00581	2.02649	1.0065	1.00303	0	1.00287	0	0	0
Olfr228	0	0	0	0	3	0	1	0	0	0
Olfr229	0	0	0	0	0	0	1	0	0	0
Olfr23	0	0	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0	0	0
Olfr235	0	0	0	0	0	0	0	0	0	0
Olfr237-ps1	0	0	0	1.4465	1.89669	0	0	0	0	0
Olfr239	0	0	0	1.10876	1	0	0	0	0	2.18667
Olfr24	0	0	0	0	0	0	0	0	0	0
Olfr243	1.00111	3.00708	2.04582	2.01235	3.03545	0	2.03511	1.00457	0	1.00065
Olfr247	0	0	0	0	0	0	0	0	0	0
Olfr248	0	0	0	0	0	0	0	0	0	0
Olfr25	0	0	0	0	0	0	0	0	0	0
Olfr250	5.00907	4.36134	2.00206	5.00197	8.95542	10.4913	4.54319	4.9976	1.24406	1.30355
Olfr251	0	0	1	1.02768	0	0	0	0	0	0
Olfr259	1.000432674	0	0	0	2.001350882	0	1.001020165	0	0	1.00075613
Olfr26	0	0	0	0	0	0	0	0	0	0
Olfr262	0	0	0	0	0	0	0	0	0	0
Olfr263	0	0	0	0	0	0	0	0	0	1
Olfr266	0	0	0	0	0	0	0	0	0	0
Olfr267	1	0	3	0	0	0	0	0	0	0
Olfr27	0	0	0	0	0	0	0	0	0	0
Olfr270	0	0	0	0	0	0	0	0	0	0
Olfr272	0	0	0	0	0	0	0	0	0	0
Olfr273	0	1.00589	1.0048	0	0	0	0	0	0	0
Olfr275	0	0	0	0	0	0	0	0	0	0
Olfr279	0	8.70009	7.30118	9.19295	10.0284	3.12543	3.12464	1.02364	0	1.15001
Olfr281	1	0	1.0558	0	2.01549	4	1	0	0	0
Olfr282	0	0	0	0	0	0	0	0	0	0
Olfr283	0	0	0	0	0	0	0	0	0	0
Olfr284	0	0	0	0	1	0	0	0	0	0
Olfr285	0	0	1.00149	1.00022	1.18575	0	0	0	0	0
Olfr286	0	0	1.01298	0	4.03328	4.00085	0	0	0	0
Olfr287	0	0	0	0	0	0	0	0	0	0
Olfr288	0	0	0	0	0	0	0	0	0	0
Olfr290	0	0	0	0	0	0	0	0	0	0
Olfr291	0	1	0	0	1	1	0	0	0	0
Olfr292	0	0	0	0	0	0	0	0	0	0
Olfr293	1	1	2	6	2.23074	3	1	2	5	0
Olfr294	0	0	0	0	0	0	0	0	0	0
Olfr295	1.01169	2.02811	0	0	0	0	0	0	0	0
Olfr297	0	0	0	0	0	0	0	0	0	0
Olfr298	0	0	0	0	0	0	0	0	0	0
Olfr299	0	0	0	0	0	0	0	1	0	0
Olfr3	0	0	0	0	0	0	0	0	0	0
Olfr30	0	1.02181	1.00967	0	1.17743	1.00042	1.02773	1.00369	0	0
Olfr301	0	0	0	0	0	0	0	0	0	0
Olfr303	0	0	0	0	0	0	0	0	0	0
Olfr304	0	0	0	0	0	0	0	0	0	0
Olfr305	0	0	0	0	0	0	0	0	0	0
Olfr307	1.00000047	1.00000239	0	1.00000031	0	1.00076618	0.99999982	0	0	0
Olfr308	0	0	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0	0	0
Olfr31	4.60435	8.33437	4.31509	9.81733	19.2389	5.08345	13.7791	8.09177	11.4904	14.1325
Olfr310	0	0	0	0	0	0	0	0	0	0
Olfr311	0	0	0	0	0	0	0	0	0	0
Olfr312	0	0	0	0	0	0	0	0	2	0
Olfr313	0	5	0	4	2.55475	6.81218	3	5	3	2
Olfr314	0	0	0	0	0	0	0	0	0	0
Olfr315	0	0	0	0	0	0	0	0	0	0
Olfr316	2	1.00088	0	5.00544	3	0	0	0	1	2
Olfr317	0	0	0	0	0	0	0	0	0	0
Olfr318	0	0	0	0	0	0	0	0	0	0
Olfr319	0	0	0	0	0	0	0	0	0	0
Olfr32	0	0	0	0	0	0	0	0	0	0
Olfr320	0	0	0	0	0	0	0	0	0	0
Olfr322	0	0	0	0	1	0	0	0	0	0
Olfr323	1	1	0	1	2	0	4	1	0	1
Olfr324	0	0	4.44152	1.00932	0	0	0	2	1.16975	0
Olfr325	0	0	0	0	0	0	0	0	0	0
Olfr328	1.04512	1.04101	7.45543	2.3768	11.9199	0	0	1.2392	5	4.31745
Olfr329-ps	1	2.00924	3.0064	2.00197	2.00078	1.01102	1.00111	0	0	0
Olfr33	0.70119	0	0	3	2.32	1	0	0	0	0
Olfr330	0	0	0	0	0	0	0	0	0	0
Olfr331	0	0	0	0	0	0	0	0	0	0
Olfr332	0	0	0	0	0	0	0	0	0	0
Olfr338	14.26060188	9.739330462	15.64189226	23.93504758	29.38240533	4.575917403	11.07660544	7.740842472	8.198121209	9.646386067
Olfr339	0	0	0	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0	0	0	0
Olfr341	3	5	1	7	2	0	1	2	2	1
Olfr342	0	0	0	0	0	0	0	0	0	0
Olfr344	5.93197	20.0698	9.55969	28.6564	43.952	26.7901	14.9424	1.68296	11.9469	14.7392
Olfr345	0	0	0	0	0	0	0	0	0	0
Olfr346	0	0	1.00117	0	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0	0	0	0	0
Olfr348	0.999999817	0.99999971	1.00000028	0	2.000003269	1.99999895	0	0.999999897	0	0
Olfr350	0	0	0	0	0	0	0	0	0	0
Olfr351	3.55376	2.37677	2.39092	1.46241	6.36921	1.18942	2.3898	0	0.284481	0
Olfr352	0	0	3.01458	1.00035	3.04579	0	2	0	3	1
Olfr353	0	0	0	0	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0	1	0	0	0
Olfr356	0	0	0	0	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0	0	0	0	0
Olfr358	0	0	0	1.00504	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0	0	0	0
Olfr361	0	0	1.27446	3.1374	6.27639	0	0	0	0	1.00631
Olfr362	1	3.2006	1	2	4.00075	1.00072	0	0	0	5
Olfr364-ps1	0	0	0	0	1.03955	0	0	0	0	0
Olfr365	11.71554406	21.65443385	13.31740266	12.98491521	42.68630678	17.88598568	15.5050645	14.99571304	23.98349839	4.011333239
Olfr366	9.01254	13.5105	3.88156	12.6822	16.3905	8.44912	7.71496	2.26292	6.68053	12.1583
Olfr368	0	0	0	0	0	0	0	0	0	0
Olfr370	0	0	2	2.00257	0	1.08048	1	0	0	4
Olfr371	0	0	0	0	2	1	0	0	0	0
Olfr372	2.69485	3	0	0	0	0	0	0	0	1
Olfr373	2.30995	0	2.43348	3.29153	1.39648	8.28759	0	0	2.00479	0
Olfr374	8.58451	8.88084	10.1217	5.16538	10.0023	3.8753	4.9141	1.2504	5.18785	5.915
Olfr376	0	0	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0	0	0	0
Olfr380	0	4.02299	1.32514	2.40439	0	0	2	0	0	0
Olfr381	6	9.40425	6.85441	6.63474	8.29555	2.000005	1	1	3.000002	1.999996
Olfr382	0	0	0	0	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0	0	0	0	0
Olfr39	1.69027	0	1.02108	0	3.00273	1.75415	0	0	2.01407	2.55369
Olfr390	0	0	0	0	0	0	0	0	0	0
Olfr391-ps	0	0	0	0	0	0	0	0	0	0
Olfr392	0	7.45957	1.17437	0	2.31797	0	2.00291	0	0	1.00011
Olfr393	6.73181	8.17414	2.94162	5.64521	4.81413	3.26165	2.18476	1.49107	1.17496	8.40845
Olfr394	2.00387	2.061330613	2.002690912	0	5.018090034	2.011390191	2.012820045	9.000000119	3.002330016	9.031531596
Olfr395	0	1.00344	1.0059	2.01332	0	1.00337	3.00604	0	0	2.00951
Olfr397	0	0	0	0	0	0	0	0	0	0
Olfr398	0	3.99732	0	1.49937	11.8001	2.75609	1.9183	1.34181	7.26585	0
Olfr399	0	0	0	0	0	0	0	0	0	0
Olfr401	0	0	0	1.00987	0	0	0	0	0	0
Olfr402	1	0	0	0	0	1	0	0	0	0
Olfr403	0	0	0	0	1.00017	0	0	0	0	0
Olfr406	0	0	0	0	0	0	0	0	0	0
Olfr410	0	0	0	1.019106	0	0	0	0	0	1.013549
Olfr411	0	0	0	0	0	0	0	0	0	0
Olfr412	0	0	0	0	0	0	0	0	0	0
Olfr414	2.00316	7.19788	8.25189	4.11109	2.04289	3.00906	4.00168	3.0059	1.01029	5.00229
Olfr417	0	2	1	2	3	0	3	0	2	0
Olfr418	0	0	0	0	1.01285	1.00316	1.04903	5	0	0
Olfr419	0	0	0	0	0	2	0	0	1	0
Olfr420	3.93448	1.20846	2.20177	1	1.29795	0	0	1.1811	0	2.025757
Olfr424	0	0	0	0	0	0	0	0	0	0
Olfr427	0	0	0	1	0	0	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0	0	0
Olfr43	0	0	0	0	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0	0	0	0	0
Olfr432	0	2.17469	1.03128	1.98354	0	1.78922	1.78311	1	0	0
Olfr433	0	1.00956	1.44185	1.15169	3.02257	0	0	0	0	1.01093
Olfr434	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0	0	0
Olfr44	0	0	1	1	1	0	0	0	0	1
Olfr441	0	0	0	1	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0	0	0
Olfr446	4.976403	6.562858	3.282296	6.045961	10.251506	3.034276	6.852747	1.8505022	0	2.606418
Olfr447	0	0	0	0	0	0	0	0	0	0
Olfr448	0	0	0	1	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0	0	0	0	0
Olfr45	10.2933	25.5887	13.8335	15.5099	19.3959	9.58718	17.8467	8.50907	12.2304	16.913
Olfr450	0	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	1	0	0	0
Olfr455	2	0	1	0	2	0	0	0	3	0
Olfr456	0	1	1	2	0	0	1	0	0	0
Olfr457	1.00501	2.00311	0	7.011	3.44525	1.18782	3	6	0	2
Olfr458	0	0	0	0	0	0	0	0	0	0
Olfr459	0	0	0	0	0	1.00127	0	4.00146	0	0
Olfr46	18.58	35.3083	32.1664	37.8014	47.9238	17.775	17.1113	9.49508	23.3624	18.1408
Olfr460	0	1	3	1	0	0	0	0	0	0
Olfr461	1.01915	0	0	6.00923	3.02134	1.00924	0	1.00076	0	0
Olfr462	1.02217	1.00144	3.13945	0	4.05921	6.0088	1.00279	1.00151	1.00108	2.00424
Olfr463	0	0	0	0	0	0	0	0	0	0
Olfr464	0	0	0	0	0	0	0	0	0	0
Olfr465-ps1	1	1	1	2	1.00092	0	1.00361	0	0	0
Olfr466	0	4.59434	1.2185	2.28213	1.32489	1.14708	2.30846	0	0	3.57264
Olfr467	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0
Olfr472	41.2028	58.8443	36.2473	64.6772	91.3136	52.1397	53.7222	33.8089	40.6108	76.5129
Olfr473	0	0	0	0	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0	2.90106	0
Olfr478	0	1	2	0	0	1	1	0	2	1
Olfr479	4.1187	3.55422	2.15787	8.53188	5.24773	2.33217	0	0	10.8738	2.40138
Olfr48	0	2	0	0	1	0	1	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0
Olfr481	2.01676	2.1436	0	1.00202	2	0	3.00817	0	0	0
Olfr482	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0
Olfr484	2.01656	2.55889	2.00674	1.00069	0	0	1.00472	1.73463	0	3.00604
Olfr485	0	0	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0	0	0
Olfr487	1.00743	4.30145	1.01626	0	0	0	0	0	0	2.20211
Olfr488	0	0	0	0	0	0	0	0	0	0
Olfr49	2	4	1	6.07536	6	0	4	1	1	2.00368
Olfr490	0	0	0	0	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0
Olfr497	0	2	0	1	0	0	0	0	0	1
Olfr498	0	0	0	0	0	0	0	0	0	0
Olfr5	0	0	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0	0	0	0	0
Olfr503	0	0	0	0	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0	0	0	0	0
Olfr506	1.12231	6.85318	1	3.19077	2	0	1.02547	1	0	3
Olfr507	0	0	0	0	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0	0	0	0	0
Olfr509	4.61117	10.0984	12.2182	10.1387	6.26033	8.26931	3.44305	5.37749	4.77902	8.49516
Olfr51	0	0	0	0	4.00969	0	2.01129	1.00379	1.01774	0
Olfr510	0	4.62093	3.08464	4.03788	2.17636	3.02454	0	0.178303	1	0
Olfr512	0	0	0	0	0	0	0	0	0	0
Olfr513	0	0	0	0	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0	0	0	0	0
Olfr517	0	0	1	0	0	0	0	0	0	0
Olfr518	1	1.00009	0	0	3.00033	1.00065	1	4.00084	0	0
Olfr519	0	0	0	0	0	0	0	0	0	0
Olfr52	1.0002	1.00021	0	0	1.22641	0	1.00005	0	0	0
Olfr520	1	1	1	0	0	0	0	0	0	0
Olfr521	0	1	0	0	1.000000043	0	0	0	0	0
Olfr522	0	0	0	0	0	0	0	0	0	0
Olfr523	0	1.03283	0	0	0	0	0	0	0	0
Olfr524	0	0	0	0	0	0	0	0	0	0
Olfr525	0	0	0	0	0	0	0	0	0	0
Olfr527	0	0	0	0	0	0	0	0	0	0
Olfr53	0	0	0	0	0	0	0	0	0	0
Olfr530	0	0	0	0	0	0	0	0	0	0
Olfr531	0	0	0	0	0	0	0	0	0	0
Olfr532	0	0	0	0	0	0	0	0	0	0
Olfr533	0	0	0	0	0	0	0	0	0	0
Olfr535	0	0	0	0	0	0	0	0	0	0
Olfr536	1	2.00368	2	3.0056	0	3.02562	0	1	1	2
Olfr538	0	0	0	0	0	0	0	0	0	0
Olfr539	21.875	54.8298	21.4505	21.8992	51.8447	33.3822	25.2155	15.4325	16.5223	33.9867
Olfr54	0	0	1.01238	0	0	0	1	0	1	0
Olfr541	0	0	0	0	0	0	0	0	0	0
Olfr543	0	0	0	1	1	4	0	1	0	0
Olfr544	0	0	0	0	0	0	0	0	0	0
Olfr545	0	0	0	0	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0	0	0	0	0
Olfr548-ps1	0	0	0	0	0	0	0	0	0	0
Olfr549	0	0	0	0	0	0	0	0	0	0
Olfr55	1	1	2	1.0002	5	5	1	1	1	1.81333
Olfr550	5	1.01854	0	1	2.000759	0	0	2	1	0
Olfr551	0	0	0	0	0	0	2	0	3	0
Olfr552	11.3687	17.4145	15.5205	13.0782	21.9251	12.9333	9.71395	14.3736	13.8285	13.9013
Olfr553	0	0	0	0	0	0	0	0	0	0
Olfr554	0	0	0	0	0	0	0	0	0	0
Olfr555	0	0	0	0	0	0	0	0	0	0
Olfr556	0	0	0	0	0	0	0	0	0	0
Olfr557	0	0	0	0	0	0	0	0	0	0
Olfr558	100	110	91	87	143	122	85	95	66	107
Olfr559	2.29881	2	1	0	3.71723	0	0	0	1	2
Olfr56	0	0	0	2.94704207	3.14108	1	0	0	0	1.278918324
Olfr560	0	0	0	0	0	0	0	0	0	1.16816
Olfr561	0	0	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0	0	0
Olfr566	1	1	1	2	4	0	0	1	2	2
Olfr568	0	0	0	0	0	0	0	0	0	0
Olfr569	0	0	2	1	0	3	2	1	1	0
Olfr57	6.13169	16.9999	1.84292	6.09646	6.47252	6.32227	7.41064	1.73301	6.26576	6.84511
Olfr570	0	0	0	0	0	0	0	0	0	0
Olfr571	1.04758	2.51796	2.15146	4.51749	2.27932	0	1.10776	0	0	0
Olfr572	0	0	0	0	0	0	0	0	0	0
Olfr573-ps1	0	0	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0	0	0
Olfr575	0	3.3637002	2.1320169	2.1538837	5.9999989	4.9999996	0	0	0	1.0000005
Olfr576	0	0	1	1	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0	0	0	0	0
Olfr578	2.00715	1.00429	0	0	0	0	0	0	0	1.0033
Olfr58	0	0	1	0	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0	0	0	0	0
Olfr586	1	1.17594	5	1.10219	4	2	1.22849	0	1	0
Olfr588-ps1	1.01278	1.05599	1.00456	2.01228	1.00386	1.17404	0	0	2.00897	0
Olfr589	0	0	0	0	0	0	0	0	0	0
Olfr59	0	0	0	0	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0	0	0	0	0
Olfr592	1	0	0	2	1	1	1	0	0	0
Olfr593	0	0	0	0	0	0	0	0	0	0
Olfr594	0	0	0	0	0	0	0	0	0	0
Olfr596	0	0	2.00372	0	2	1	1	0	2.04276	1
Olfr597	1.00027	1	0	0	0	0	0	0	0	0
Olfr598	0	0	0	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0	0	0	0
Olfr6	1.08355	2.00001	1	1.03228	1	0	4.03093	2	0	0
Olfr60	0	0	0	0	0	0	0	0	0	0
Olfr600	1	7.36317	4.00687	6.4253	6.35448	4.88921	3	2	5.4073	9
Olfr601	0	0	0	0	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0	0	0	0	0
Olfr605	0	0	0	0	1	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0	0	0
Olfr607	9.93997	16.7961	18.3742	16.9802	27.2154	8.71975	8.91517	5.13757	9.60652	21.0365
Olfr608	0	0	0	0	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0	0	0	0	0
Olfr61	0	0	0	0	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0	0	0	0	0
